0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
1,1,0,0,2,0
2,1,1,0,2,0
2,2,2,1,2,0
2,2,3,1,4,0
3,2,3,1,6,1
3,3,5,1,8,1
5,6,5,2,9,1
5,6,5,2,9,1
5,7,5,3,9,1
6,8,6,5,10,4
6,8,7,5,12,6
6,9,9,5,12,7
6,11,13,5,11,8
8,12,13,6,11,8
6,13,12,8,12,8
8,14,11,9,13,8
11,14,11,9,10,8
11,13,10,9,10,7
11,14,9,10,10,8
11,13,10,9,10,8
11,13,10,8,13,9
11,13,10,7,14,11
11,14,8,8,14,8
11,15,7,10,12,7
13,15,6,12,12,6
12,12,6,11,13,6
11,11,6,9,11,7
10,11,7,9,13,10
8,15,7,8,15,11
8,16,6,8,16,11
8,16,6,8,14,12
9,13,7,10,13,11
12,13,7,10,10,10
11,12,9,9,11,8
11,12,11,10,12,9
11,12,12,7,13,8
9,11,9,6,14,13
9,11,9,7,14,14
9,12,9,7,15,13
11,11,9,8,13,13
11,8,9,9,14,12
9,10,11,9,14,11
9,14,11,8,16,11
4,15,11,10,16,12
5,15,11,11,15,12
7,16,11,9,13,12
8,12,8,9,11,13
8,12,7,12,11,8
8,14,7,12,12,8
8,14,9,14,12,7
5,14,9,12,14,6
6,14,10,12,11,6
8,10,10,12,9,8
10,8,11,11,8,8
10,13,10,8,10,9
9,13,9,7,11,9
8,12,9,7,14,7
9,12,9,10,15,7
9,12,10,10,15,8
9,13,10,9,15,7
9,12,10,8,13,6
9,12,11,8,12,6
9,12,10,7,10,8
8,12,10,7,14,9
9,13,8,7,14,8
7,15,8,7,14,8
6,11,8,8,13,6
6,11,8,9,12,6
7,11,12,9,9,7
8,12,12,7,9,9
10,13,11,6,9,11
10,12,12,6,10,11
10,14,12,6,12,13
10,12,11,6,13,13
10,13,10,5,14,12
10,14,10,5,17,14
8,14,9,6,15,14
8,14,9,6,15,12
7,18,9,8,15,12
9,16,8,8,13,12
9,15,7,10,13,12
9,15,8,10,13,12
11,15,9,11,14,12
12,15,13,11,15,13
12,15,12,10,15,13
10,17,8,9,16,13
8,18,9,10,16,12
8,21,9,10,17,11
7,20,9,11,18,11
7,21,9,11,17,10
8,21,8,11,17,10
9,18,9,12,14,9
10,17,10,13,14,10
12,20,9,14,15,10
12,20,12,15,13,8
13,20,12,14,13,8
13,15,13,13,12,8
12,14,14,12,12,8
11,13,15,11,15,8
11,15,15,9,16,9
11,16,14,10,16,11
11,17,13,9,17,12
10,17,10,9,16,11
10,18,10,9,14,12
12,16,10,9,14,12
11,15,9,9,12,11
11,16,9,8,11,10
12,17,9,9,12,10
12,17,9,9,12,10
11,17,12,9,13,10
10,17,10,8,13,9
8,16,12,7,12,9
9,18,11,6,12,9
9,17,9,9,12,9
9,17,9,10,12,10
9,18,7,11,13,11
10,19,7,12,12,12
10,17,8,12,11,13
9,16,7,11,13,10
11,16,7,12,11,10
12,16,8,12,12,8
13,16,9,12,13,7
14,16,9,11,13,9
12,18,9,11,14,9
11,16,10,11,14,9
10,14,12,10,13,9
10,14,13,11,14,9
10,14,11,12,12,10
9,14,11,13,13,10
10,15,10,13,12,100,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,3,0,0,1,0
0,4,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,2,0,0,1,0
0,4,0,1,2,0
0,4,2,2,4,1
0,6,2,3,4,1
0,7,3,3,4,1
0,9,5,5,6,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,1,0
0,5,0,1,2,0
0,5,1,2,3,2
0,8,4,4,5,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,1,0,0,1
0,5,1,0,2,1
0,5,3,1,4,2
0,6,3,2,4,2
0,10,4,4,6,3
0,10,6,4,7,4
0,11,7,6,9,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,2,0,0,1,0
0,3,1,0,1,0
0,3,2,0,1,0
0,5,3,1,4,0
0,8,5,2,5,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,4,0,0,1,0
0,4,2,1,2,0
0,6,3,2,4,0
0,7,3,2,5,1
0,7,4,3,6,4
0,10,6,6,7,4
0,11,6,6,10,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,2,0,0,2,0
0,3,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
